Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8
0,0,0.18,0.78,0.9,0.9,0.9,0.9
0,0,0.18,0.78,0.900000008543935,0.900000008543935,0.900000008543935,0.900000013169442
0,0,0.18,0.779999999999998,0.900000068351072,0.900000068351072,0.900000068351072,0.90000010535491
0,0,0.179999999999997,0.779999999999976,0.900000230682566,0.900000230682566,0.900000230682566,0.900000355569289
0,0,0.179999999999982,0.779999999999866,0.900000546795453,0.900000546795453,0.900000546795453,0.90000084281915
0,0,0.179999999999933,0.779999999999488,0.900001067940538,0.900001067940538,0.900001067940538,0.90000164610155
0,0,0.179999999999801,0.779999999998472,0.900001845360256,0.900001845360256,0.900001845360256,0.900002844400793
0,0,0.179999999999497,0.779999999996147,0.900002930286498,0.900002930286498,0.900002930286498,0.90000451668516
0,0,0.17999999999888,0.779999999991415,0.900004373938398,0.900004373938398,0.900004373938398,0.900006741903604
0,0,0.17999999999773,0.779999999982596,0.900006227520096,0.900006227520096,0.900006227520096,0.900009598982417
0,0,0.179999999995729,0.779999999967254,0.90000854221846,0.90000854221846,0.90000854221846,0.900013166821859
0,0,0.179999999992434,0.779999999941994,0.90001136920078,0.90001136920078,0.90001136920078,0.900017524292752
0,0,0.179999999987249,0.779999999902239,0.900014759612426,0.900014759612426,0.900014759612426,0.900022750233054
0,0,0.17999999997939,0.779999999841987,0.900018764574476,0.900018764574476,0.900018764574476,0.900028923444384
0,0,0.179999999967852,0.779999999753535,0.90002343518131,0.90002343518131,0.90002343518131,0.900036122688531
0,0,0.179999999951373,0.779999999627192,0.900028822498169,0.900028822498169,0.900028822498169,0.900044426683913
0,0,0.179999999928386,0.77999999945096,0.90003497755869,0.90003497755869,0.90003497755869,0.900053914102028
0,0,0.179999999896982,0.779999999210192,0.900041951362396,0.900041951362396,0.900041951362396,0.900064663563848
0,0,0.179999999854857,0.779999998887237,0.900049794872169,0.900049794872169,0.900049794872169,0.900076753636199
