Time,Velocity_J1,Velocity_J2,Velocity_J3,Velocity_J4,Velocity_J5,Velocity_J6
2.35,0.000906620671908141,0.000906620671908141,0.000906620671908141,0.000906620671908141,0.000906620671908141,0.000906620671908141
2.4,0.000945314764091712,0.000945314764091712,0.000945314764091712,0.000945314764091712,0.000945314764091712,0.000945314764091712
2.45,0.000984798368191516,0.000984798368191516,0.000984798368191516,0.000984798368191516,0.000984798368191516,0.000984798368191516
2.5,0.00102506992546247,0.00102506992546247,0.00102506992546247,0.00102506992546247,0.00102506992546247,0.00102506992546247
2.55,0.00106612784605245,0.00106612784605245,0.00106612784605245,0.00106612784605245,0.00106612784605245,0.00106612784605245
2.6,0.00110797050906506,0.00110797050906506,0.00110797050906506,0.00110797050906506,0.00110797050906506,0.00110797050906506
2.65,0.00115059626262359,0.00115059626262359,0.00115059626262359,0.00115059626262359,0.00115059626262359,0.00115059626262359
2.7,0.0011940034239363,0.0011940034239363,0.0011940034239363,0.0011940034239363,0.0011940034239363,0.0011940034239363
2.75,0.00123819027936277,0.00123819027936277,0.00123819027936277,0.00123819027936277,0.00123819027936277,0.00123819027936277
2.8,0.00128315508448161,0.00128315508448161,0.00128315508448161,0.00128315508448161,0.00128315508448161,0.00128315508448161
2.85,0.00132889606415931,0.00132889606415931,0.00132889606415931,0.00132889606415931,0.00132889606415931,0.00132889606415931
2.9,0.00137541141262032,0.00137541141262032,0.00137541141262032,0.00137541141262032,0.00137541141262032,0.00137541141262032
2.95,0.00142269929351832,0.00142269929351832,0.00142269929351832,0.00142269929351832,0.00142269929351832,0.00142269929351832
3,0.00147075784000874,0.00147075784000874,0.00147075784000874,0.00147075784000874,0.00147075784000874,0.00147075784000874
3.05,0.00151958515482246,0.00151958515482246,0.00151958515482246,0.00151958515482246,0.00151958515482246,0.00151958515482246
3.1,0.0015691793103407,0.0015691793103407,0.0015691793103407,0.0015691793103407,0.0015691793103407,0.0015691793103407
3.15,0.00161953834867111,0.00161953834867111,0.00161953834867111,0.00161953834867111,0.00161953834867111,0.00161953834867111
3.2,0.0016706602817251,0.0016706602817251,0.0016706602817251,0.0016706602817251,0.0016706602817251,0.0016706602817251
3.25,0.00172254309129627,0.00172254309129627,0.00172254309129627,0.00172254309129627,0.00172254309129627,0.00172254309129627
3.3,0.00177518472914014,0.00177518472914014,0.00177518472914014,0.00177518472914014,0.00177518472914014,0.00177518472914014
3.35,0.00182858311705499,0.00182858311705499,0.00182858311705499,0.00182858311705499,0.00182858311705499,0.00182858311705499
3.4,0.0018827361469639,0.0018827361469639,0.0018827361469639,0.0018827361469639,0.0018827361469639,0.0018827361469639
3.45,0.00193764168099796,0.00193764168099796,0.00193764168099796,0.00193764168099796,0.00193764168099796,0.00193764168099796
3.5,0.00199329755158072,0.00199329755158072,0.00199329755158072,0.00199329755158072,0.00199329755158072,0.00199329755158072
3.55,0.00204970156151369,0.00204970156151369,0.00204970156151369,0.00204970156151369,0.00204970156151369,0.00204970156151369
3.6,0.00210685148406315,0.00210685148406315,0.00210685148406315,0.00210685148406315,0.00210685148406315,0.00210685148406315
3.65,0.002164745063048,0.002164745063048,0.002164745063048,0.002164745063048,0.002164745063048,0.002164745063048
3.7,0.00222338001292889,0.00222338001292889,0.00222338001292889,0.00222338001292889,0.00222338001292889,0.00222338001292889
3.75,0.00228275401889838,0.00228275401889838,0.00228275401889838,0.00228275401889838,0.00228275401889838,0.00228275401889838
3.8,0.00234286473697239,0.00234286473697239,0.00234286473697239,0.00234286473697239,0.00234286473697239,0.00234286473697239
3.85,0.00240370979408269,0.00240370979408269,0.00240370979408269,0.00240370979408269,0.00240370979408269,0.00240370979408269
3.9,0.00246528678817061,0.00246528678817061,0.00246528678817061,0.00246528678817061,0.00246528678817061,0.00246528678817061
3.95,0.00252759328828186,0.00252759328828186,0.00252759328828186,0.00252759328828186,0.00252759328828186,0.00252759328828186
4,0.00259062683466251,0.00259062683466251,0.00259062683466251,0.00259062683466251,0.00259062683466251,0.00259062683466251
4.05,0.00265438493885607,0.00265438493885607,0.00265438493885607,0.00265438493885607,0.00265438493885607,0.00265438493885607
4.1,0.00271886508380176,0.00271886508380176,0.00271886508380176,0.00271886508380176,0.00271886508380176,0.00271886508380176
4.15,0.00278406472393386,0.00278406472393386,0.00278406472393386,0.00278406472393386,0.00278406472393386,0.00278406472393386
4.2,0.00284998128528223,0.00284998128528223,0.00284998128528223,0.00284998128528223,0.00284998128528223,0.00284998128528223
4.25,0.00291661216557389,0.00291661216557389,0.00291661216557389,0.00291661216557389,0.00291661216557389,0.00291661216557389
4.3,0.00298395473433577,0.00298395473433577,0.00298395473433577,0.00298395473433577,0.00298395473433577,0.00298395473433577
4.35,0.00305200633299857,0.00305200633299857,0.00305200633299857,0.00305200633299857,0.00305200633299857,0.00305200633299857
4.4,0.00312076427500169,0.00312076427500169,0.00312076427500169,0.00312076427500169,0.00312076427500169,0.00312076427500169
4.45,0.00319022584589933,0.00319022584589933,0.00319022584589933,0.00319022584589933,0.00319022584589933,0.00319022584589933
4.5,0.00326038830346759,0.00326038830346759,0.00326038830346759,0.00326038830346759,0.00326038830346759,0.00326038830346759
4.55,0.00333124887781279,0.00333124887781279,0.00333124887781279,0.00333124887781279,0.00333124887781279,0.00333124887781279
4.6,0.00340280477148079,0.00340280477148079,0.00340280477148079,0.00340280477148079,0.00340280477148079,0.00340280477148079
4.65,0.00347505315956742,0.00347505315956742,0.00347505315956742,0.00347505315956742,0.00347505315956742,0.00347505315956742
4.7,0.00354799118983004,0.00354799118983004,0.00354799118983004,0.00354799118983004,0.00354799118983004,0.00354799118983004
4.75,0.00362161598280011,0.00362161598280011,0.00362161598280011,0.00362161598280011,0.00362161598280011,0.00362161598280011
4.8,0.00369592463189685,0.00369592463189685,0.00369592463189685,0.00369592463189685,0.00369592463189685,0.00369592463189685
4.85,0.00377091420354204,0.00377091420354204,0.00377091420354204,0.00377091420354204,0.00377091420354204,0.00377091420354204
4.9,0.0038465817372758,0.0038465817372758,0.0038465817372758,0.0038465817372758,0.0038465817372758,0.0038465817372758
4.95,0.00392292424587345,0.00392292424587345,0.00392292424587345,0.00392292424587345,0.00392292424587345,0.00392292424587345
5,0.00399993871546349,0.00399993871546349,0.00399993871546349,0.00399993871546349,0.00399993871546349,0.00399993871546349
5.05,0.00407762210564651,0.00407762210564651,0.00407762210564651,0.00407762210564651,0.00407762210564651,0.00407762210564651
5.1,0.00415597134961528,0.00415597134961528,0.00415597134961528,0.00415597134961528,0.00415597134961528,0.00415597134961528
5.15,0.00423498335427582,0.00423498335427582,0.00423498335427582,0.00423498335427582,0.00423498335427582,0.00423498335427582
5.2,0.00431465500036946,0.00431465500036946,0.00431465500036946,0.00431465500036946,0.00431465500036946,0.00431465500036946
5.25,0.00439498314259605,0.00439498314259605,0.00439498314259605,0.00439498314259605,0.00439498314259605,0.00439498314259605
5.3,0.00447596460973806,0.00447596460973806,0.00447596460973806,0.00447596460973806,0.00447596460973806,0.00447596460973806
5.35,0.00455759620478584,0.00455759620478584,0.00455759620478584,0.00455759620478584,0.00455759620478584,0.00455759620478584
5.4,0.00463987470506379,0.00463987470506379,0.00463987470506379,0.00463987470506379,0.00463987470506379,0.00463987470506379
5.45,0.00472279686235761,0.00472279686235761,0.00472279686235761,0.00472279686235761,0.00472279686235761,0.00472279686235761
5.5,0.0048063594030425,0.0048063594030425,0.0048063594030425,0.0048063594030425,0.0048063594030425,0.0048063594030425
5.55,0.00489055902821245,0.00489055902821245,0.00489055902821245,0.00489055902821245,0.00489055902821245,0.00489055902821245
5.6,0.00497539241381043,0.00497539241381043,0.00497539241381043,0.00497539241381043,0.00497539241381043,0.00497539241381043
5.65,0.00506085621075962,0.00506085621075962,0.00506085621075962,0.00506085621075962,0.00506085621075962,0.00506085621075962
5.7,0.00514694704509567,0.00514694704509567,0.00514694704509567,0.00514694704509567,0.00514694704509567,0.00514694704509567
5.75,0.00523366151809984,0.00523366151809984,0.00523366151809984,0.00523366151809984,0.00523366151809984,0.00523366151809984
5.8,0.00532099620643324,0.00532099620643324,0.00532099620643324,0.00532099620643324,0.00532099620643324,0.00532099620643324
5.85,0.00540894766227188,0.00540894766227188,0.00540894766227188,0.00540894766227188,0.00540894766227188,0.00540894766227188
5.9,0.0054975124134429,0.0054975124134429,0.0054975124134429,0.0054975124134429,0.0054975124134429,0.0054975124134429
5.95,0.00558668696356156,0.00558668696356156,0.00558668696356156,0.00558668696356156,0.00558668696356156,0.00558668696356156
6,0.00567646779216933,0.00567646779216933,0.00567646779216933,0.00567646779216933,0.00567646779216933,0.00567646779216933
6.05,0.00576685135487281,0.00576685135487281,0.00576685135487281,0.00576685135487281,0.00576685135487281,0.00576685135487281
6.1,0.00585783408348372,0.00585783408348372,0.00585783408348372,0.00585783408348372,0.00585783408348372,0.00585783408348372
6.15,0.00594941238615971,0.00594941238615971,0.00594941238615971,0.00594941238615971,0.00594941238615971,0.00594941238615971
6.2,0.0060415826475462,0.0060415826475462,0.0060415826475462,0.0060415826475462,0.0060415826475462,0.0060415826475462
6.25,0.00613434122891909,0.00613434122891909,0.00613434122891909,0.00613434122891909,0.00613434122891909,0.00613434122891909
6.3,0.00622768446832843,0.00622768446832843,0.00622768446832843,0.00622768446832843,0.00622768446832843,0.00622768446832843
6.35,0.00632160868074293,0.00632160868074293,0.00632160868074293,0.00632160868074293,0.00632160868074293,0.00632160868074293
6.4,0.00641611015819553,0.00641611015819553,0.00641611015819553,0.00641611015819553,0.00641611015819553,0.00641611015819553
6.45,0.00651118516992971,0.00651118516992971,0.00651118516992971,0.00651118516992971,0.00651118516992971,0.00651118516992971
6.5,0.00660682996254679,0.00660682996254679,0.00660682996254679,0.00660682996254679,0.00660682996254679,0.00660682996254679
6.55,0.00670304076015414,0.00670304076015414,0.00670304076015414,0.00670304076015414,0.00670304076015414,0.00670304076015414
6.6,0.00679981376451421,0.00679981376451421,0.00679981376451421,0.00679981376451421,0.00679981376451421,0.00679981376451421
6.65,0.00689714515519447,0.00689714515519447,0.00689714515519447,0.00689714515519447,0.00689714515519447,0.00689714515519447
6.7,0.0069950310897183,0.0069950310897183,0.0069950310897183,0.0069950310897183,0.0069950310897183,0.0069950310897183
6.75,0.0070934677037166,0.0070934677037166,0.0070934677037166,0.0070934677037166,0.0070934677037166,0.0070934677037166
6.8,0.0071924511110804,0.0071924511110804,0.0071924511110804,0.0071924511110804,0.0071924511110804,0.0071924511110804
6.85,0.00729197740411426,0.00729197740411426,0.00729197740411426,0.00729197740411426,0.00729197740411426,0.00729197740411426
6.9,0.00739204265369056,0.00739204265369056,0.00739204265369056,0.00739204265369056,0.00739204265369056,0.00739204265369056
6.95,0.00749264290940457,0.00749264290940457,0.00749264290940457,0.00749264290940457,0.00749264290940457,0.00749264290940457
7,0.00759377419973046,0.00759377419973046,0.00759377419973046,0.00759377419973046,0.00759377419973046,0.00759377419973046
7.05,0.00769543253217805,0.00769543253217805,0.00769543253217805,0.00769543253217805,0.00769543253217805,0.00769543253217805
7.1,0.00779761389345045,0.00779761389345045,0.00779761389345045,0.00779761389345045,0.00779761389345045,0.00779761389345045
7.15,0.00790031424960246,0.00790031424960246,0.00790031424960246,0.00790031424960246,0.00790031424960246,0.00790031424960246
7.2,0.00800352954619989,0.00800352954619989,0.00800352954619989,0.00800352954619989,0.00800352954619989,0.00800352954619989
7.25,0.00810725570847955,0.00810725570847955,0.00810725570847955,0.00810725570847955,0.00810725570847955,0.00810725570847955
7.3,0.00821148864151017,0.00821148864151017,0.00821148864151017,0.00821148864151017,0.00821148864151017,0.00821148864151017
7.35,0.00831622423035402,0.00831622423035402,0.00831622423035402,0.00831622423035402,0.00831622423035402,0.00831622423035402
7.4,0.0084214583402294,0.0084214583402294,0.0084214583402294,0.0084214583402294,0.0084214583402294,0.0084214583402294
7.45,0.00852718681667383,0.00852718681667383,0.00852718681667383,0.00852718681667383,0.00852718681667383,0.00852718681667383
7.5,0.0086334054857081,0.0086334054857081,0.0086334054857081,0.0086334054857081,0.0086334054857081,0.0086334054857081
7.55,0.00874011015400104,0.00874011015400104,0.00874011015400104,0.00874011015400104,0.00874011015400104,0.00874011015400104
7.6,0.00884729660903504,0.00884729660903504,0.00884729660903504,0.00884729660903504,0.00884729660903504,0.00884729660903504
7.65,0.0089549606192724,0.0089549606192724,0.0089549606192724,0.0089549606192724,0.0089549606192724,0.0089549606192724
7.7,0.00906309793432234,0.00906309793432234,0.00906309793432234,0.00906309793432234,0.00906309793432234,0.00906309793432234
7.75,0.00917170428510882,0.00917170428510882,0.00917170428510882,0.00917170428510882,0.00917170428510882,0.00917170428510882
7.8,0.00928077538403909,0.00928077538403909,0.00928077538403909,0.00928077538403909,0.00928077538403909,0.00928077538403909
7.85,0.0093903069251729,0.0093903069251729,0.0093903069251729,0.0093903069251729,0.0093903069251729,0.0093903069251729
7.9,0.00950029458439257,0.00950029458439257,0.00950029458439257,0.00950029458439257,0.00950029458439257,0.00950029458439257
7.95,0.00961073401957364,0.00961073401957364,0.00961073401957364,0.00961073401957364,0.00961073401957364,0.00961073401957364
8,0.00972162087075631,0.00972162087075631,0.00972162087075631,0.00972162087075631,0.00972162087075631,0.00972162087075631
8.05,0.00983295076031757,0.00983295076031757,0.00983295076031757,0.00983295076031757,0.00983295076031757,0.00983295076031757
8.1,0.009944719293144,0.009944719293144,0.009944719293144,0.009944719293144,0.009944719293144,0.009944719293144
8.15,0.0100569220568053,0.0100569220568053,0.0100569220568053,0.0100569220568053,0.0100569220568053,0.0100569220568053
8.2,0.0101695546217285,0.0101695546217285,0.0101695546217285,0.0101695546217285,0.0101695546217285,0.0101695546217285
8.25,0.0102826125413728,0.0102826125413728,0.0102826125413728,0.0102826125413728,0.0102826125413728,0.0102826125413728
8.3,0.010396091352405,0.010396091352405,0.010396091352405,0.010396091352405,0.010396091352405,0.010396091352405
8.35,0.0105099865748762,0.0105099865748762,0.0105099865748762,0.0105099865748762,0.0105099865748762,0.0105099865748762
8.4,0.0106242937123978,0.0106242937123978,0.0106242937123978,0.0106242937123978,0.0106242937123978,0.0106242937123978
8.45,0.0107390082523198,0.0107390082523198,0.0107390082523198,0.0107390082523198,0.0107390082523198,0.0107390082523198
8.5,0.0108541256659086,0.0108541256659086,0.0108541256659086,0.0108541256659086,0.0108541256659086,0.0108541256659086
8.55,0.0109696414085259,0.0109696414085259,0.0109696414085259,0.0109696414085259,0.0109696414085259,0.0109696414085259
8.6,0.0110855509198079,0.0110855509198079,0.0110855509198079,0.0110855509198079,0.0110855509198079,0.0110855509198079
8.65,0.0112018496238455,0.0112018496238455,0.0112018496238455,0.0112018496238455,0.0112018496238455,0.0112018496238455
8.7,0.0113185329293651,0.0113185329293651,0.0113185329293651,0.0113185329293651,0.0113185329293651,0.0113185329293651
8.75,0.0114355962299096,0.0114355962299096,0.0114355962299096,0.0114355962299096,0.0114355962299096,0.0114355962299096
8.8,0.0115530349040203,0.0115530349040203,0.0115530349040203,0.0115530349040203,0.0115530349040203,0.0115530349040203
8.85,0.0116708443154194,0.0116708443154194,0.0116708443154194,0.0116708443154194,0.0116708443154194,0.0116708443154194
8.9,0.0117890198131931,0.0117890198131931,0.0117890198131931,0.0117890198131931,0.0117890198131931,0.0117890198131931
8.95,0.0119075567319751,0.0119075567319751,0.0119075567319751,0.0119075567319751,0.0119075567319751,0.0119075567319751
9,0.0120264503921308,0.0120264503921308,0.0120264503921308,0.0120264503921308,0.0120264503921308,0.0120264503921308
9.05,0.0121456960999421,0.0121456960999421,0.0121456960999421,0.0121456960999421,0.0121456960999421,0.0121456960999421
9.1,0.0122652891477926,0.0122652891477926,0.0122652891477926,0.0122652891477926,0.0122652891477926,0.0122652891477926
9.15,0.0123852248143536,0.0123852248143536,0.0123852248143536,0.0123852248143536,0.0123852248143536,0.0123852248143536
9.2,0.0125054983647703,0.0125054983647703,0.0125054983647703,0.0125054983647703,0.0125054983647703,0.0125054983647703
9.25,0.0126261050508488,0.0126261050508488,0.0126261050508488,0.0126261050508488,0.0126261050508488,0.0126261050508488
9.3,0.0127470401112438,0.0127470401112438,0.0127470401112438,0.0127470401112438,0.0127470401112438,0.0127470401112438
9.35,0.0128682987716461,0.0128682987716461,0.0128682987716461,0.0128682987716461,0.0128682987716461,0.0128682987716461
9.4,0.0129898762449715,0.0129898762449715,0.0129898762449715,0.0129898762449715,0.0129898762449715,0.0129898762449715
9.45,0.0131117677315494,0.0131117677315494,0.0131117677315494,0.0131117677315494,0.0131117677315494,0.0131117677315494
9.5,0.0132339684193127,0.0132339684193127,0.0132339684193127,0.0132339684193127,0.0132339684193127,0.0132339684193127
9.55,0.0133564734839875,0.0133564734839875,0.0133564734839875,0.0133564734839875,0.0133564734839875,0.0133564734839875
9.6,0.0134792780892835,0.0134792780892835,0.0134792780892835,0.0134792780892835,0.0134792780892835,0.0134792780892835
9.65,0.0136023773870853,0.0136023773870853,0.0136023773870853,0.0136023773870853,0.0136023773870853,0.0136023773870853
9.7,0.0137257665176433,0.0137257665176433,0.0137257665176433,0.0137257665176433,0.0137257665176433,0.0137257665176433
9.75,0.013849440609766,0.013849440609766,0.013849440609766,0.013849440609766,0.013849440609766,0.013849440609766
9.8,0.0139733947810119,0.0139733947810119,0.0139733947810119,0.0139733947810119,0.0139733947810119,0.0139733947810119
9.85,0.0140976241378826,0.0140976241378826,0.0140976241378826,0.0140976241378826,0.0140976241378826,0.0140976241378826
9.9,0.0142221237760158,0.0142221237760158,0.0142221237760158,0.0142221237760158,0.0142221237760158,0.0142221237760158
9.95,0.014346888780379,0.014346888780379,0.014346888780379,0.014346888780379,0.014346888780379,0.014346888780379
10,0.0144719142254635,0.0144719142254635,0.0144719142254635,0.0144719142254635,0.0144719142254635,0.0144719142254635
10.05,0.0145971951754787,0.0145971951754787,0.0145971951754787,0.0145971951754787,0.0145971951754787,0.0145971951754787
10.1,0.0147227266845473,0.0147227266845473,0.0147227266845473,0.0147227266845473,0.0147227266845473,0.0147227266845473
10.15,0.0148485037969001,0.0148485037969001,0.0148485037969001,0.0148485037969001,0.0148485037969001,0.0148485037969001
10.2,0.0149745215470723,0.0149745215470723,0.0149745215470723,0.0149745215470723,0.0149745215470723,0.0149745215470723
10.25,0.0151007749600988,0.0151007749600988,0.0151007749600988,0.0151007749600988,0.0151007749600988,0.0151007749600988
10.3,0.0152272590517109,0.0152272590517109,0.0152272590517109,0.0152272590517109,0.0152272590517109,0.0152272590517109
10.35,0.0153539688285335,0.0153539688285335,0.0153539688285335,0.0153539688285335,0.0153539688285335,0.0153539688285335
10.4,0.0154808992882814,0.0154808992882814,0.0154808992882814,0.0154808992882814,0.0154808992882814,0.0154808992882814
10.45,0.0156080454199574,0.0156080454199574,0.0156080454199574,0.0156080454199574,0.0156080454199574,0.0156080454199574
10.5,0.01573540220405,0.01573540220405,0.01573540220405,0.01573540220405,0.01573540220405,0.01573540220405
10.55,0.0158629646127313,0.0158629646127313,0.0158629646127313,0.0158629646127313,0.0158629646127313,0.0158629646127313
10.6,0.015990727610056,0.015990727610056,0.015990727610056,0.015990727610056,0.015990727610056,0.015990727610056
10.65,0.0161186861521596,0.0161186861521596,0.0161186861521596,0.0161186861521596,0.0161186861521596,0.0161186861521596
10.7,0.016246835187458,0.016246835187458,0.016246835187458,0.016246835187458,0.016246835187458,0.016246835187458
10.75,0.0163751696568468,0.0163751696568468,0.0163751696568468,0.0163751696568468,0.0163751696568468,0.0163751696568468
10.8,0.0165036844939007,0.0165036844939007,0.0165036844939007,0.0165036844939007,0.0165036844939007,0.0165036844939007
10.85,0.0166323746250742,0.0166323746250742,0.0166323746250742,0.0166323746250742,0.0166323746250742,0.0166323746250742
10.9,0.0167612349699011,0.0167612349699011,0.0167612349699011,0.0167612349699011,0.0167612349699011,0.0167612349699011
10.95,0.0168902604411957,0.0168902604411957,0.0168902604411957,0.0168902604411957,0.0168902604411957,0.0168902604411957
11,0.0170194459452534,0.0170194459452534,0.0170194459452534,0.0170194459452534,0.0170194459452534,0.0170194459452534
11.05,0.0171487863820515,0.0171487863820515,0.0171487863820515,0.0171487863820515,0.0171487863820515,0.0171487863820515
11.1,0.0172782766454513,0.0172782766454513,0.0172782766454513,0.0172782766454513,0.0172782766454513,0.0172782766454513
11.15,0.0174079116233986,0.0174079116233986,0.0174079116233986,0.0174079116233986,0.0174079116233986,0.0174079116233986
11.2,0.0175376861981267,0.0175376861981267,0.0175376861981267,0.0175376861981267,0.0175376861981267,0.0175376861981267
11.25,0.0176675952463575,0.0176675952463575,0.0176675952463575,0.0176675952463575,0.0176675952463575,0.0176675952463575
11.3,0.0177976336395042,0.0177976336395042,0.0177976336395042,0.0177976336395042,0.0177976336395042,0.0177976336395042
11.35,0.0179277962438738,0.0179277962438738,0.0179277962438738,0.0179277962438738,0.0179277962438738,0.0179277962438738
11.4,0.0180580779208694,0.0180580779208694,0.0180580779208694,0.0180580779208694,0.0180580779208694,0.0180580779208694
11.45,0.0181884735271935,0.0181884735271935,0.0181884735271935,0.0181884735271935,0.0181884735271935,0.0181884735271935
11.5,0.018318977915051,0.018318977915051,0.018318977915051,0.018318977915051,0.018318977915051,0.018318977915051
11.55,0.018449585932352,0.018449585932352,0.018449585932352,0.018449585932352,0.018449585932352,0.018449585932352
11.6,0.0185802924229155,0.0185802924229155,0.0185802924229155,0.0185802924229155,0.0185802924229155,0.0185802924229155
11.65,0.0187110922266733,0.0187110922266733,0.0187110922266733,0.0187110922266733,0.0187110922266733,0.0187110922266733
11.7,0.018841980179873,0.018841980179873,0.018841980179873,0.018841980179873,0.018841980179873,0.018841980179873
11.75,0.0189729511152822,0.0189729511152822,0.0189729511152822,0.0189729511152822,0.0189729511152822,0.0189729511152822
11.8,0.0191039998623928,0.0191039998623928,0.0191039998623928,0.0191039998623928,0.0191039998623928,0.0191039998623928
11.85,0.0192351212476247,0.0192351212476247,0.0192351212476247,0.0192351212476247,0.0192351212476247,0.0192351212476247
11.9,0.0193663100945299,0.0193663100945299,0.0193663100945299,0.0193663100945299,0.0193663100945299,0.0193663100945299
11.95,0.0194975612239976,0.0194975612239976,0.0194975612239976,0.0194975612239976,0.0194975612239976,0.0194975612239976
12,0.0196288694544577,0.0196288694544577,0.0196288694544577,0.0196288694544577,0.0196288694544577,0.0196288694544577
12.05,0.0197602296020863,0.0197602296020863,0.0197602296020863,0.0197602296020863,0.0197602296020863,0.0197602296020863
12.1,0.0198916364810096,0.0198916364810096,0.0198916364810096,0.0198916364810096,0.0198916364810096,0.0198916364810096
12.15,0.0200230849035091,0.0200230849035091,0.0200230849035091,0.0200230849035091,0.0200230849035091,0.0200230849035091
12.2,0.020154569680226,0.020154569680226,0.020154569680226,0.020154569680226,0.020154569680226,0.020154569680226
12.25,0.0202860856203667,0.0202860856203667,0.0202860856203667,0.0202860856203667,0.0202860856203667,0.0202860856203667
12.3,0.0204176275319068,0.0204176275319068,0.0204176275319068,0.0204176275319068,0.0204176275319068,0.0204176275319068
12.35,0.0205491902217971,0.0205491902217971,0.0205491902217971,0.0205491902217971,0.0205491902217971,0.0205491902217971
12.4,0.0206807684961677,0.0206807684961677,0.0206807684961677,0.0206807684961677,0.0206807684961677,0.0206807684961677
12.45,0.0208123571605337,0.0208123571605337,0.0208123571605337,0.0208123571605337,0.0208123571605337,0.0208123571605337
12.5,0.02094395102,0.02094395102,0.02094395102,0.02094395102,0.02094395102,0.02094395102
12.55,0.0210755448794663,0.0210755448794663,0.0210755448794663,0.0210755448794663,0.0210755448794663,0.0210755448794663
12.6,0.0212071335438323,0.0212071335438323,0.0212071335438323,0.0212071335438323,0.0212071335438323,0.0212071335438323
12.65,0.0213387118182029,0.0213387118182029,0.0213387118182029,0.0213387118182029,0.0213387118182029,0.0213387118182029
12.7,0.0214702745080932,0.0214702745080932,0.0214702745080932,0.0214702745080932,0.0214702745080932,0.0214702745080932
12.75,0.0216018164196333,0.0216018164196333,0.0216018164196333,0.0216018164196333,0.0216018164196333,0.0216018164196333
12.8,0.021733332359774,0.021733332359774,0.021733332359774,0.021733332359774,0.021733332359774,0.021733332359774
12.85,0.0218648171364909,0.0218648171364909,0.0218648171364909,0.0218648171364909,0.0218648171364909,0.0218648171364909
12.9,0.0219962655589904,0.0219962655589904,0.0219962655589904,0.0219962655589904,0.0219962655589904,0.0219962655589904
12.95,0.0221276724379137,0.0221276724379137,0.0221276724379137,0.0221276724379137,0.0221276724379137,0.0221276724379137
13,0.0222590325855423,0.0222590325855423,0.0222590325855423,0.0222590325855423,0.0222590325855423,0.0222590325855423
13.05,0.0223903408160025,0.0223903408160025,0.0223903408160025,0.0223903408160025,0.0223903408160025,0.0223903408160025
13.1,0.0225215919454701,0.0225215919454701,0.0225215919454701,0.0225215919454701,0.0225215919454701,0.0225215919454701
13.15,0.0226527807923753,0.0226527807923753,0.0226527807923753,0.0226527807923753,0.0226527807923753,0.0226527807923753
13.2,0.0227839021776072,0.0227839021776072,0.0227839021776072,0.0227839021776072,0.0227839021776072,0.0227839021776072
13.25,0.0229149509247178,0.0229149509247178,0.0229149509247178,0.0229149509247178,0.0229149509247178,0.0229149509247178
13.3,0.0230459218601271,0.0230459218601271,0.0230459218601271,0.0230459218601271,0.0230459218601271,0.0230459218601271
13.35,0.0231768098133267,0.0231768098133267,0.0231768098133267,0.0231768098133267,0.0231768098133267,0.0231768098133267
13.4,0.0233076096170845,0.0233076096170845,0.0233076096170845,0.0233076096170845,0.0233076096170845,0.0233076096170845
13.45,0.0234383161076481,0.0234383161076481,0.0234383161076481,0.0234383161076481,0.0234383161076481,0.0234383161076481
13.5,0.023568924124949,0.023568924124949,0.023568924124949,0.023568924124949,0.023568924124949,0.023568924124949
13.55,0.0236994285128065,0.0236994285128065,0.0236994285128065,0.0236994285128065,0.0236994285128065,0.0236994285128065
13.6,0.0238298241191306,0.0238298241191306,0.0238298241191306,0.0238298241191306,0.0238298241191306,0.0238298241191306
13.65,0.0239601057961262,0.0239601057961262,0.0239601057961262,0.0239601057961262,0.0239601057961262,0.0239601057961262
13.7,0.0240902684004958,0.0240902684004958,0.0240902684004958,0.0240902684004958,0.0240902684004958,0.0240902684004958
13.75,0.0242203067936425,0.0242203067936425,0.0242203067936425,0.0242203067936425,0.0242203067936425,0.0242203067936425
13.8,0.0243502158418733,0.0243502158418733,0.0243502158418733,0.0243502158418733,0.0243502158418733,0.0243502158418733
13.85,0.0244799904166014,0.0244799904166014,0.0244799904166014,0.0244799904166014,0.0244799904166014,0.0244799904166014
13.9,0.0246096253945488,0.0246096253945488,0.0246096253945488,0.0246096253945488,0.0246096253945488,0.0246096253945488
13.95,0.0247391156579485,0.0247391156579485,0.0247391156579485,0.0247391156579485,0.0247391156579485,0.0247391156579485
14,0.0248684560947466,0.0248684560947466,0.0248684560947466,0.0248684560947466,0.0248684560947466,0.0248684560947466
14.05,0.0249976415988043,0.0249976415988043,0.0249976415988043,0.0249976415988043,0.0249976415988043,0.0249976415988043
14.1,0.0251266670700989,0.0251266670700989,0.0251266670700989,0.0251266670700989,0.0251266670700989,0.0251266670700989
14.15,0.0252555274149258,0.0252555274149258,0.0252555274149258,0.0252555274149258,0.0252555274149258,0.0252555274149258
14.2,0.0253842175460993,0.0253842175460993,0.0253842175460993,0.0253842175460993,0.0253842175460993,0.0253842175460993
14.25,0.0255127323831532,0.0255127323831532,0.0255127323831532,0.0255127323831532,0.0255127323831532,0.0255127323831532
14.3,0.025641066852542,0.025641066852542,0.025641066852542,0.025641066852542,0.025641066852542,0.025641066852542
14.35,0.0257692158878404,0.0257692158878404,0.0257692158878404,0.0257692158878404,0.0257692158878404,0.0257692158878404
14.4,0.025897174429944,0.025897174429944,0.025897174429944,0.025897174429944,0.025897174429944,0.025897174429944
