Time,Velocity_J1,Velocity_J2,Velocity_J3,Velocity_J4,Velocity_J5,Velocity_J6
1.8,0.000533507928684158,0.000533507928684158,0.000533507928684158,0.000533507928684158,0.000533507928684158,0.000533507928684158
1.85,0.00056342346835541,0.00056342346835541,0.00056342346835541,0.00056342346835541,0.00056342346835541,0.00056342346835541
1.9,0.000594143596357347,0.000594143596357347,0.000594143596357347,0.000594143596357347,0.000594143596357347,0.000594143596357347
1.95,0.00062566709991192,0.00062566709991192,0.00062566709991192,0.00062566709991192,0.00062566709991192,0.00062566709991192
2,0.000657992734525183,0.000657992734525183,0.000657992734525183,0.000657992734525183,0.000657992734525183,0.000657992734525183
2.05,0.000691119224036432,0.000691119224036432,0.000691119224036432,0.000691119224036432,0.000691119224036432,0.000691119224036432
2.1,0.000725045260668582,0.000725045260668582,0.000725045260668582,0.000725045260668582,0.000725045260668582,0.000725045260668582
2.15,0.000759769505079799,0.000759769505079799,0.000759769505079799,0.000759769505079799,0.000759769505079799,0.000759769505079799
2.2,0.000795290586416373,0.000795290586416373,0.000795290586416373,0.000795290586416373,0.000795290586416373,0.000795290586416373
2.25,0.000831607102366829,0.000831607102366829,0.000831607102366829,0.000831607102366829,0.000831607102366829,0.000831607102366829
2.3,0.000868717619217307,0.000868717619217307,0.000868717619217307,0.000868717619217307,0.000868717619217307,0.000868717619217307
