Time,Acceleration_J1,Acceleration_J2,Acceleration_J3,Acceleration_J4,Acceleration_J5,Acceleration_J6
10.5,0.00254920870082707,0.00254920870082707,0.00254920870082707,0.00254920870082707,0.00254920870082707,0.00254920870082707
10.55,0.00255327085987601,0.00255327085987601,0.00255327085987601,0.00255327085987601,0.00255327085987601,0.00255327085987601
10.6,0.00255723222016331,0.00255723222016331,0.00255723222016331,0.00255723222016331,0.00255723222016331,0.00255723222016331
10.65,0.00256109262530124,0.00256109262530124,0.00256109262530124,0.00256109262530124,0.00256109262530124,0.00256109262530124
10.7,0.00256485192288762,0.00256485192288762,0.00256485192288762,0.00256485192288762,0.00256485192288762,0.00256485192288762
10.75,0.00256850996451181,0.00256850996451181,0.00256850996451181,0.00256850996451181,0.00256850996451181,0.00256850996451181
10.8,0.00257206660576059,0.00257206660576059,0.00257206660576059,0.00257206660576059,0.00257206660576059,0.00257206660576059
10.85,0.00257552170622386,0.00257552170622386,0.00257552170622386,0.00257552170622386,0.00257552170622386,0.00257552170622386
10.9,0.00257887512950017,0.00257887512950017,0.00257887512950017,0.00257887512950017,0.00257887512950017,0.00257887512950017
10.95,0.00258212674320211,0.00258212674320211,0.00258212674320211,0.00258212674320211,0.00258212674320211,0.00258212674320211
11,0.00258527641896154,0.00258527641896154,0.00258527641896154,0.00258527641896154,0.00258527641896154,0.00258527641896154
11.05,0.00258832403243464,0.00258832403243464,0.00258832403243464,0.00258832403243464,0.00258832403243464,0.00258832403243464
11.1,0.00259126946330687,0.00259126946330687,0.00259126946330687,0.00259126946330687,0.00259126946330687,0.00259126946330687
11.15,0.00259411259529765,0.00259411259529765,0.00259411259529765,0.00259411259529765,0.00259411259529765,0.00259411259529765
11.2,0.002596853316165,0.002596853316165,0.002596853316165,0.002596853316165,0.002596853316165,0.002596853316165
11.25,0.00259949151770996,0.00259949151770996,0.00259949151770996,0.00259949151770996,0.00259949151770996,0.00259949151770996
11.3,0.00260202709578083,0.00260202709578083,0.00260202709578083,0.00260202709578083,0.00260202709578083,0.00260202709578083
11.35,0.00260445995027735,0.00260445995027735,0.00260445995027735,0.00260445995027735,0.00260445995027735,0.00260445995027735
11.4,0.00260678998515458,0.00260678998515458,0.00260678998515458,0.00260678998515458,0.00260678998515458,0.00260678998515458
11.45,0.00260901710842674,0.00260901710842674,0.00260901710842674,0.00260901710842674,0.00260901710842674,0.00260901710842674
11.5,0.00261114123217081,0.00261114123217081,0.00261114123217081,0.00261114123217081,0.00261114123217081,0.00261114123217081
11.55,0.00261316227253003,0.00261316227253003,0.00261316227253003,0.00261316227253003,0.00261316227253003,0.00261316227253003
11.6,0.00261508014971717,0.00261508014971717,0.00261508014971717,0.00261508014971717,0.00261508014971717,0.00261508014971717
11.65,0.00261689478801774,0.00261689478801774,0.00261689478801774,0.00261689478801774,0.00261689478801774,0.00261689478801774
