Time,Position_J1,Position_J2,Position_J3,Position_J4,Position_J5,Position_J6
0.95,4.72267902482009E-05,4.72267902482009E-05,4.72267902482009E-05,4.72267902482009E-05,4.72267902482009E-05,4.72267902482009E-05
1,5.50787632042377E-05,5.50787632042377E-05,5.50787632042377E-05,5.50787632042377E-05,5.50787632042377E-05,5.50787632042377E-05
1.05,6.37553930695001E-05,6.37553930695001E-05,6.37553930695001E-05,6.37553930695001E-05,6.37553930695001E-05,6.37553930695001E-05
1.1,7.32976788717064E-05,7.32976788717064E-05,7.32976788717064E-05,7.32976788717064E-05,7.32976788717064E-05,7.32976788717064E-05
1.15,8.37465854639978E-05,8.37465854639978E-05,8.37465854639978E-05,8.37465854639978E-05,8.37465854639978E-05,8.37465854639978E-05
1.2,9.51430419076391E-05,9.51430419076391E-05,9.51430419076391E-05,9.51430419076391E-05,9.51430419076391E-05,9.51430419076391E-05
1.25,0.000107527939856278,0.000107527939856278,0.000107527939856278,0.000107527939856278,0.000107527939856278,0.000107527939856278
1.3,0.000120942131941571,0.000120942131941571,0.000120942131941571,0.000120942131941571,0.000120942131941571,0.000120942131941571
1.35,0.000135426430160399,0.000135426430160399,0.000135426430160399,0.000135426430160399,0.000135426430160399,0.000135426430160399
1.4,0.000151021604263711,0.000151021604263711,0.000151021604263711,0.000151021604263711,0.000151021604263711,0.000151021604263711
1.45,0.000167768380146944,0.000167768380146944,0.000167768380146944,0.000167768380146944,0.000167768380146944,0.000167768380146944
1.5,0.000185707438242298,0.000185707438242298,0.000185707438242298,0.000185707438242298,0.000185707438242298,0.000185707438242298
1.55,0.00020487941191269,0.00020487941191269,0.00020487941191269,0.00020487941191269,0.00020487941191269,0.00020487941191269
1.6,0.000225324885847651,0.000225324885847651,0.000225324885847651,0.000225324885847651,0.000225324885847651,0.000225324885847651
1.65,0.000247084394461115,0.000247084394461115,0.000247084394461115,0.000247084394461115,0.000247084394461115,0.000247084394461115
1.7,0.000270198420291159,0.000270198420291159,0.000270198420291159,0.000270198420291159,0.000270198420291159,0.000270198420291159
1.75,0.000294707392401833,0.000294707392401833,0.000294707392401833,0.000294707392401833,0.000294707392401833,0.000294707392401833
1.8,0.000320651684787124,0.000320651684787124,0.000320651684787124,0.000320651684787124,0.000320651684787124,0.000320651684787124
1.85,0.000348071614777006,0.000348071614777006,0.000348071614777006,0.000348071614777006,0.000348071614777006,0.000348071614777006
1.9,0.000377007441445821,0.000377007441445821,0.000377007441445821,0.000377007441445821,0.000377007441445821,0.000377007441445821
1.95,0.000407499364022906,0.000407499364022906,0.000407499364022906,0.000407499364022906,0.000407499364022906,0.000407499364022906
2,0.000439587520305583,0.000439587520305583,0.000439587520305583,0.000439587520305583,0.000439587520305583,0.000439587520305583
2.05,0.00047331198507462,0.00047331198507462,0.00047331198507462,0.00047331198507462,0.00047331198507462,0.00047331198507462
2.1,0.000508712768512112,0.000508712768512112,0.000508712768512112,0.000508712768512112,0.000508712768512112,0.000508712768512112
2.15,0.000545829814621965,0.000545829814621965,0.000545829814621965,0.000545829814621965,0.000545829814621965,0.000545829814621965
2.2,0.000584702999652985,0.000584702999652985,0.000584702999652985,0.000584702999652985,0.000584702999652985,0.000584702999652985
2.25,0.000625372130524619,0.000625372130524619,0.000625372130524619,0.000625372130524619,0.000625372130524619,0.000625372130524619
2.3,0.000667876943255427,0.000667876943255427,0.000667876943255427,0.000667876943255427,0.000667876943255427,0.000667876943255427
2.35,0.000712257101394404,0.000712257101394404,0.000712257101394404,0.000712257101394404,0.000712257101394404,0.000712257101394404
2.4,0.000758552194455132,0.000758552194455132,0.000758552194455132,0.000758552194455132,0.000758552194455132,0.000758552194455132
2.45,0.000806801736352825,0.000806801736352825,0.000806801736352825,0.000806801736352825,0.000806801736352825,0.000806801736352825
2.5,0.000857045163844423,0.000857045163844423,0.000857045163844423,0.000857045163844423,0.000857045163844423,0.000857045163844423
2.55,0.000909321834971636,0.000909321834971636,0.000909321834971636,0.000909321834971636,0.000909321834971636,0.000909321834971636
2.6,0.000963671027507244,0.000963671027507244,0.000963671027507244,0.000963671027507244,0.000963671027507244,0.000963671027507244
2.65,0.00102013193740442,0.00102013193740442,0.00102013193740442,0.00102013193740442,0.00102013193740442,0.00102013193740442
2.7,0.00107874367724931,0.00107874367724931,0.00107874367724931,0.00107874367724931,0.00107874367724931,0.00107874367724931
2.75,0.00113954527471704,0.00113954527471704,0.00113954527471704,0.00113954527471704,0.00113954527471704,0.00113954527471704
2.8,0.00120257567103087,0.00120257567103087,0.00120257567103087,0.00120257567103087,0.00120257567103087,0.00120257567103087
2.85,0.00126787371942487,0.00126787371942487,0.00126787371942487,0.00126787371942487,0.00126787371942487,0.00126787371942487
2.9,0.00133547818361015,0.00133547818361015,0.00133547818361015,0.00133547818361015,0.00133547818361015,0.00133547818361015
2.95,0.00140542773624447,0.00140542773624447,0.00140542773624447,0.00140542773624447,0.00140542773624447,0.00140542773624447
3,0.00147776095740543,0.00147776095740543,0.00147776095740543,0.00147776095740543,0.00147776095740543,0.00147776095740543
3.05,0.00155251633306759,0.00155251633306759,0.00155251633306759,0.00155251633306759,0.00155251633306759,0.00155251633306759
3.1,0.00162973225358292,0.00162973225358292,0.00162973225358292,0.00162973225358292,0.00162973225358292,0.00162973225358292
3.15,0.00170944701216531,0.00170944701216531,0.00170944701216531,0.00170944701216531,0.00170944701216531,0.00170944701216531
3.2,0.00179169880337881,0.00179169880337881,0.00179169880337881,0.00179169880337881,0.00179169880337881,0.00179169880337881
3.25,0.00187652572162979,0.00187652572162979,0.00187652572162979,0.00187652572162979,0.00187652572162979,0.00187652572162979
3.3,0.00196396575966297,0.00196396575966297,0.00196396575966297,0.00196396575966297,0.00196396575966297,0.00196396575966297
3.35,0.00205405680706158,0.00205405680706158,0.00205405680706158,0.00205405680706158,0.00205405680706158,0.00205405680706158
3.4,0.00214683664875158,0.00214683664875158,0.00214683664875158,0.00214683664875158,0.00214683664875158,0.00214683664875158
3.45,0.00224234296350989,0.00224234296350989,0.00224234296350989,0.00224234296350989,0.00224234296350989,0.00224234296350989
3.5,0.00234061332247697,0.00234061332247697,0.00234061332247697,0.00234061332247697,0.00234061332247697,0.00234061332247697
3.55,0.00244168518767355,0.00244168518767355,0.00244168518767355,0.00244168518767355,0.00244168518767355,0.00244168518767355
3.6,0.00254559591052164,0.00254559591052164,0.00254559591052164,0.00254559591052164,0.00254559591052164,0.00254559591052164
3.65,0.0026523827303701,0.0026523827303701,0.0026523827303701,0.0026523827303701,0.0026523827303701,0.0026523827303701
3.7,0.00276208277302432,0.00276208277302432,0.00276208277302432,0.00276208277302432,0.00276208277302432,0.00276208277302432
3.75,0.00287473304928067,0.00287473304928067,0.00287473304928067,0.00287473304928067,0.00287473304928067,0.00287473304928067
3.8,0.00299037045346539,0.00299037045346539,0.00299037045346539,0.00299037045346539,0.00299037045346539,0.00299037045346539
3.85,0.00310903176197796,0.00310903176197796,0.00310903176197796,0.00310903176197796,0.00310903176197796,0.00310903176197796
3.9,0.00323075363183933,0.00323075363183933,0.00323075363183933,0.00323075363183933,0.00323075363183933,0.00323075363183933
3.95,0.00335557259924474,0.00335557259924474,0.00335557259924474,0.00335557259924474,0.00335557259924474,0.00335557259924474
4,0.00348352507812128,0.00348352507812128,0.00348352507812128,0.00348352507812128,0.00348352507812128,0.00348352507812128
4.05,0.00361464735869043,0.00361464735869043,0.00361464735869043,0.00361464735869043,0.00361464735869043,0.00361464735869043
4.1,0.00374897560603526,0.00374897560603526,0.00374897560603526,0.00374897560603526,0.00374897560603526,0.00374897560603526
4.15,0.00388654585867282,0.00388654585867282,0.00388654585867282,0.00388654585867282,0.00388654585867282,0.00388654585867282
4.2,0.00402739402713132,0.00402739402713132,0.00402739402713132,0.00402739402713132,0.00402739402713132,0.00402739402713132
4.25,0.00417155589253243,0.00417155589253243,0.00417155589253243,0.00417155589253243,0.00417155589253243,0.00417155589253243
4.3,0.00431906710517881,0.00431906710517881,0.00431906710517881,0.00431906710517881,0.00431906710517881,0.00431906710517881
4.35,0.00446996318314659,0.00446996318314659,0.00446996318314659,0.00446996318314659,0.00446996318314659,0.00446996318314659
4.4,0.00462427951088315,0.00462427951088315,0.00462427951088315,0.00462427951088315,0.00462427951088315,0.00462427951088315
4.45,0.00478205133781043,0.00478205133781043,0.00478205133781043,0.00478205133781043,0.00478205133781043,0.00478205133781043
4.5,0.00494331377693299,0.00494331377693299,0.00494331377693299,0.00494331377693299,0.00494331377693299,0.00494331377693299
4.55,0.0051081018034521,0.0051081018034521,0.0051081018034521,0.0051081018034521,0.0051081018034521,0.0051081018034521
4.6,0.00527645025338489,0.00527645025338489,0.00527645025338489,0.00527645025338489,0.00527645025338489,0.00527645025338489
4.65,0.00544839382218902,0.00544839382218902,0.00544839382218902,0.00544839382218902,0.00544839382218902,0.00544839382218902
4.7,0.00562396706339302,0.00562396706339302,0.00562396706339302,0.00562396706339302,0.00562396706339302,0.00562396706339302
4.75,0.00580320438723222,0.00580320438723222,0.00580320438723222,0.00580320438723222,0.00580320438723222,0.00580320438723222
4.8,0.00598614005929014,0.00598614005929014,0.00598614005929014,0.00598614005929014,0.00598614005929014,0.00598614005929014
4.85,0.00617280819914597,0.00617280819914597,0.00617280819914597,0.00617280819914597,0.00617280819914597,0.00617280819914597
4.9,0.00636324277902737,0.00636324277902737,0.00636324277902737,0.00636324277902737,0.00636324277902737,0.00636324277902737
4.95,0.00655747762246941,0.00655747762246941,0.00655747762246941,0.00655747762246941,0.00655747762246941,0.00655747762246941
5,0.00675554640297931,0.00675554640297931,0.00675554640297931,0.00675554640297931,0.00675554640297931,0.00675554640297931
5.05,0.00695748264270698,0.00695748264270698,0.00695748264270698,0.00695748264270698,0.00695748264270698,0.00695748264270698
5.1,0.00716331971112168,0.00716331971112168,0.00716331971112168,0.00716331971112168,0.00716331971112168,0.00716331971112168
5.15,0.0073730908236946,0.0073730908236946,0.0073730908236946,0.0073730908236946,0.0073730908236946,0.0073730908236946
5.2,0.00758682904058759,0.00758682904058759,0.00758682904058759,0.00758682904058759,0.00758682904058759,0.00758682904058759
5.25,0.00780456726534815,0.00780456726534815,0.00780456726534815,0.00780456726534815,0.00780456726534815,0.00780456726534815
5.3,0.00802633824361012,0.00802633824361012,0.00802633824361012,0.00802633824361012,0.00802633824361012,0.00802633824361012
5.35,0.00825217456180131,0.00825217456180131,0.00825217456180131,0.00825217456180131,0.00825217456180131,0.00825217456180131
5.4,0.00848210864585673,0.00848210864585673,0.00848210864585673,0.00848210864585673,0.00848210864585673,0.00848210864585673
5.45,0.00871617275993874,0.00871617275993874,0.00871617275993874,0.00871617275993874,0.00871617275993874,0.00871617275993874
5.5,0.00895439900516307,0.00895439900516307,0.00895439900516307,0.00895439900516307,0.00895439900516307,0.00895439900516307
5.55,0.00919681931833172,0.00919681931833172,0.00919681931833172,0.00919681931833172,0.00919681931833172,0.00919681931833172
5.6,0.00944346547067201,0.00944346547067201,0.00944346547067201,0.00944346547067201,0.00944346547067201,0.00944346547067201
5.65,0.00969436906658242,0.00969436906658242,0.00969436906658242,0.00969436906658242,0.00969436906658242,0.00969436906658242
5.7,0.00994956154238483,0.00994956154238483,0.00994956154238483,0.00994956154238483,0.00994956154238483,0.00994956154238483
5.75,0.0102090741650835,0.0102090741650835,0.0102090741650835,0.0102090741650835,0.0102090741650835,0.0102090741650835
5.8,0.0104729380311306,0.0104729380311306,0.0104729380311306,0.0104729380311306,0.0104729380311306,0.0104729380311306
5.85,0.0107411840651987,0.0107411840651987,0.0107411840651987,0.0107411840651987,0.0107411840651987,0.0107411840651987
5.9,0.0110138430189601,0.0110138430189601,0.0110138430189601,0.0110138430189601,0.0110138430189601,0.0110138430189601
5.95,0.0112909454698722,0.0112909454698722,0.0112909454698722,0.0112909454698722,0.0112909454698722,0.0112909454698722
6,0.011572521819971,0.011572521819971,0.011572521819971,0.011572521819971,0.011572521819971,0.011572521819971
6.05,0.0118586022946706,0.0118586022946706,0.0118586022946706,0.0118586022946706,0.0118586022946706,0.0118586022946706
6.1,0.0121492169415699,0.0121492169415699,0.0121492169415699,0.0121492169415699,0.0121492169415699,0.0121492169415699
6.15,0.0124443956292665,0.0124443956292665,0.0124443956292665,0.0124443956292665,0.0124443956292665,0.0124443956292665
6.2,0.0127441680461774,0.0127441680461774,0.0127441680461774,0.0127441680461774,0.0127441680461774,0.0127441680461774
6.25,0.0130485636993671,0.0130485636993671,0.0130485636993671,0.0130485636993671,0.0130485636993671,0.0130485636993671
6.3,0.0133576119133827,0.0133576119133827,0.0133576119133827,0.0133576119133827,0.0133576119133827,0.0133576119133827
6.35,0.0136713418290961,0.0136713418290961,0.0136713418290961,0.0136713418290961,0.0136713418290961,0.0136713418290961
6.4,0.0139897824025536,0.0139897824025536,0.0139897824025536,0.0139897824025536,0.0139897824025536,0.0139897824025536
6.45,0.0143129624038329,0.0143129624038329,0.0143129624038329,0.0143129624038329,0.0143129624038329,0.0143129624038329
6.5,0.0146409104159071,0.0146409104159071,0.0146409104159071,0.0146409104159071,0.0146409104159071,0.0146409104159071
6.55,0.0149736548335165,0.0149736548335165,0.0149736548335165,0.0149736548335165,0.0149736548335165,0.0149736548335165
6.6,0.0153112238620474,0.0153112238620474,0.0153112238620474,0.0153112238620474,0.0153112238620474,0.0153112238620474
6.65,0.0156536455164189,0.0156536455164189,0.0156536455164189,0.0156536455164189,0.0156536455164189,0.0156536455164189
6.7,0.0160009476199764,0.0160009476199764,0.0160009476199764,0.0160009476199764,0.0160009476199764,0.0160009476199764
6.75,0.016353157803394,0.016353157803394,0.016353157803394,0.016353157803394,0.016353157803394,0.016353157803394
6.8,0.0167103035035829,0.0167103035035829,0.0167103035035829,0.0167103035035829,0.0167103035035829,0.0167103035035829
6.85,0.0170724119626085,0.0170724119626085,0.0170724119626085,0.0170724119626085,0.0170724119626085,0.0170724119626085
6.9,0.0174395102266151,0.0174395102266151,0.0174395102266151,0.0174395102266151,0.0174395102266151,0.0174395102266151
6.95,0.0178116251447582,0.0178116251447582,0.0178116251447582,0.0178116251447582,0.0178116251447582,0.0178116251447582
7,0.0181887833681441,0.0181887833681441,0.0181887833681441,0.0181887833681441,0.0181887833681441,0.0181887833681441
7.05,0.0185710113487782,0.0185710113487782,0.0185710113487782,0.0185710113487782,0.0185710113487782,0.0185710113487782
7.1,0.0189583353385205,0.0189583353385205,0.0189583353385205,0.0189583353385205,0.0189583353385205,0.0189583353385205
7.15,0.0193507813880493,0.0193507813880493,0.0193507813880493,0.0193507813880493,0.0193507813880493,0.0193507813880493
7.2,0.0197483753458328,0.0197483753458328,0.0197483753458328,0.0197483753458328,0.0197483753458328,0.0197483753458328
7.25,0.0201511428571085,0.0201511428571085,0.0201511428571085,0.0201511428571085,0.0201511428571085,0.0201511428571085
7.3,0.020559109362871,0.020559109362871,0.020559109362871,0.020559109362871,0.020559109362871,0.020559109362871
7.35,0.0209723000988674,0.0209723000988674,0.0209723000988674,0.0209723000988674,0.0209723000988674,0.0209723000988674
7.4,0.0213907400946012,0.0213907400946012,0.0213907400946012,0.0213907400946012,0.0213907400946012,0.0213907400946012
7.45,0.021814454172344,0.021814454172344,0.021814454172344,0.021814454172344,0.021814454172344,0.021814454172344
7.5,0.0222434669461558,0.0222434669461558,0.0222434669461558,0.0222434669461558,0.0222434669461558,0.0222434669461558
7.55,0.0226778028209131,0.0226778028209131,0.0226778028209131,0.0226778028209131,0.0226778028209131,0.0226778028209131
7.6,0.0231174859913455,0.0231174859913455,0.0231174859913455,0.0231174859913455,0.0231174859913455,0.0231174859913455
7.65,0.0235625404410805,0.0235625404410805,0.0235625404410805,0.0235625404410805,0.0235625404410805,0.0235625404410805
7.7,0.0240129899416967,0.0240129899416967,0.0240129899416967,0.0240129899416967,0.0240129899416967,0.0240129899416967
7.75,0.0244688580517853,0.0244688580517853,0.0244688580517853,0.0244688580517853,0.0244688580517853,0.0244688580517853
7.8,0.0249301681160202,0.0249301681160202,0.0249301681160202,0.0249301681160202,0.0249301681160202,0.0249301681160202
7.85,0.025396943264236,0.025396943264236,0.025396943264236,0.025396943264236,0.025396943264236,0.025396943264236
7.9,0.0258692064105155,0.0258692064105155,0.0258692064105155,0.0258692064105155,0.0258692064105155,0.0258692064105155
7.95,0.0263469802522846,0.0263469802522846,0.0263469802522846,0.0263469802522846,0.0263469802522846,0.0263469802522846
8,0.0268302872694161,0.0268302872694161,0.0268302872694161,0.0268302872694161,0.0268302872694161,0.0268302872694161
8.05,0.0273191497233429,0.0273191497233429,0.0273191497233429,0.0273191497233429,0.0273191497233429,0.0273191497233429
8.1,0.0278135896561786,0.0278135896561786,0.0278135896561786,0.0278135896561786,0.0278135896561786,0.0278135896561786
8.15,0.0283136288898474,0.0283136288898474,0.0283136288898474,0.0283136288898474,0.0283136288898474,0.0283136288898474
8.2,0.0288192890252229,0.0288192890252229,0.0288192890252229,0.0288192890252229,0.0288192890252229,0.0288192890252229
8.25,0.0293305914412749,0.0293305914412749,0.0293305914412749,0.0293305914412749,0.0293305914412749,0.0293305914412749
8.3,0.0298475572942258,0.0298475572942258,0.0298475572942258,0.0298475572942258,0.0298475572942258,0.0298475572942258
8.35,0.0303702075167152,0.0303702075167152,0.0303702075167152,0.0303702075167152,0.0303702075167152,0.0303702075167152
8.4,0.0308985628169734,0.0308985628169734,0.0308985628169734,0.0308985628169734,0.0308985628169734,0.0308985628169734
8.45,0.031432643678004,0.031432643678004,0.031432643678004,0.031432643678004,0.031432643678004,0.031432643678004
8.5,0.0319724703567753,0.0319724703567753,0.0319724703567753,0.0319724703567753,0.0319724703567753,0.0319724703567753
8.55,0.0325180628834207,0.0325180628834207,0.0325180628834207,0.0325180628834207,0.0325180628834207,0.0325180628834207
8.6,0.0330694410604476,0.0330694410604476,0.0330694410604476,0.0330694410604476,0.0330694410604476,0.0330694410604476
8.65,0.0336266244619559,0.0336266244619559,0.0336266244619559,0.0336266244619559,0.0336266244619559,0.0336266244619559
8.7,0.0341896324328653,0.0341896324328653,0.0341896324328653,0.0341896324328653,0.0341896324328653,0.0341896324328653
8.75,0.0347584840881512,0.0347584840881512,0.0347584840881512,0.0347584840881512,0.0347584840881512,0.0347584840881512
8.8,0.0353331983120906,0.0353331983120906,0.0353331983120906,0.0353331983120906,0.0353331983120906,0.0353331983120906
8.85,0.0359137937575161,0.0359137937575161,0.0359137937575161,0.0359137937575161,0.0359137937575161,0.0359137937575161
8.9,0.0365002888450801,0.0365002888450801,0.0365002888450801,0.0365002888450801,0.0365002888450801,0.0365002888450801
8.95,0.0370927017625269,0.0370927017625269,0.0370927017625269,0.0370927017625269,0.0370927017625269,0.0370927017625269
9,0.037691050463975,0.037691050463975,0.037691050463975,0.037691050463975,0.037691050463975,0.037691050463975
9.05,0.0382953526692086,0.0382953526692086,0.0382953526692086,0.0382953526692086,0.0382953526692086,0.0382953526692086
9.1,0.0389056258629775,0.0389056258629775,0.0389056258629775,0.0389056258629775,0.0389056258629775,0.0389056258629775
9.15,0.0395218872943072,0.0395218872943072,0.0395218872943072,0.0395218872943072,0.0395218872943072,0.0395218872943072
9.2,0.0401441539758179,0.0401441539758179,0.0401441539758179,0.0401441539758179,0.0401441539758179,0.0401441539758179
9.25,0.0407724426830526,0.0407724426830526,0.0407724426830526,0.0407724426830526,0.0407724426830526,0.0407724426830526
9.3,0.0414067699538152,0.0414067699538152,0.0414067699538152,0.0414067699538152,0.0414067699538152,0.0414067699538152
9.35,0.0420471520875175,0.0420471520875175,0.0420471520875175,0.0420471520875175,0.0420471520875175,0.0420471520875175
9.4,0.0426936051445355,0.0426936051445355,0.0426936051445355,0.0426936051445355,0.0426936051445355,0.0426936051445355
9.45,0.0433461449455758,0.0433461449455758,0.0433461449455758,0.0433461449455758,0.0433461449455758,0.0433461449455758
9.5,0.0440047870710503,0.0440047870710503,0.0440047870710503,0.0440047870710503,0.0440047870710503,0.0440047870710503
9.55,0.0446695468604622,0.0446695468604622,0.0446695468604622,0.0446695468604622,0.0446695468604622,0.0446695468604622
9.6,0.0453404394117994,0.0453404394117994,0.0453404394117994,0.0453404394117994,0.0453404394117994,0.0453404394117994
9.65,0.0460174795809388,0.0460174795809388,0.0460174795809388,0.0460174795809388,0.0460174795809388,0.0460174795809388
9.7,0.0467006819810602,0.0467006819810602,0.0467006819810602,0.0467006819810602,0.0467006819810602,0.0467006819810602
9.75,0.0473900609820688,0.0473900609820688,0.0473900609820688,0.0473900609820688,0.0473900609820688,0.0473900609820688
9.8,0.0480856307100283,0.0480856307100283,0.0480856307100283,0.0480856307100283,0.0480856307100283,0.0480856307100283
9.85,0.0487874050466031,0.0487874050466031,0.0487874050466031,0.0487874050466031,0.0487874050466031,0.0487874050466031
9.9,0.0494953976285102,0.0494953976285102,0.0494953976285102,0.0494953976285102,0.0494953976285102,0.0494953976285102
9.95,0.050209621846981,0.050209621846981,0.050209621846981,0.050209621846981,0.050209621846981,0.050209621846981
10,0.0509300908472325,0.0509300908472325,0.0509300908472325,0.0509300908472325,0.0509300908472325,0.0509300908472325
10.05,0.0516568175279485,0.0516568175279485,0.0516568175279485,0.0516568175279485,0.0516568175279485,0.0516568175279485
10.1,0.0523898145407701,0.0523898145407701,0.0523898145407701,0.0523898145407701,0.0523898145407701,0.0523898145407701
10.15,0.0531290942897966,0.0531290942897966,0.0531290942897966,0.0531290942897966,0.0531290942897966,0.0531290942897966
10.2,0.0538746689310957,0.0538746689310957,0.0538746689310957,0.0538746689310957,0.0538746689310957,0.0538746689310957
10.25,0.0546265503722233,0.0546265503722233,0.0546265503722233,0.0546265503722233,0.0546265503722233,0.0546265503722233
10.3,0.0553847502717537,0.0553847502717537,0.0553847502717537,0.0553847502717537,0.0553847502717537,0.0553847502717537
10.35,0.0561492800388195,0.0561492800388195,0.0561492800388195,0.0561492800388195,0.0561492800388195,0.0561492800388195
10.4,0.0569201508326607,0.0569201508326607,0.0569201508326607,0.0569201508326607,0.0569201508326607,0.0569201508326607
10.45,0.0576973735621845,0.0576973735621845,0.0576973735621845,0.0576973735621845,0.0576973735621845,0.0576973735621845
10.5,0.0584809588855346,0.0584809588855346,0.0584809588855346,0.0584809588855346,0.0584809588855346,0.0584809588855346
10.55,0.0592709172096705,0.0592709172096705,0.0592709172096705,0.0592709172096705,0.0592709172096705,0.0592709172096705
10.6,0.0600672586899562,0.0600672586899562,0.0600672586899562,0.0600672586899562,0.0600672586899562,0.0600672586899562
10.65,0.06086999322976,0.06086999322976,0.06086999322976,0.06086999322976,0.06086999322976,0.06086999322976
10.7,0.0616791304800629,0.0616791304800629,0.0616791304800629,0.0616791304800629,0.0616791304800629,0.0616791304800629
10.75,0.062494679839078,0.062494679839078,0.062494679839078,0.062494679839078,0.062494679839078,0.062494679839078
10.8,0.0633166504518793,0.0633166504518793,0.0633166504518793,0.0633166504518793,0.0633166504518793,0.0633166504518793
10.85,0.0641450512100406,0.0641450512100406,0.0641450512100406,0.0641450512100406,0.0641450512100406,0.0641450512100406
10.9,0.0649798907512847,0.0649798907512847,0.0649798907512847,0.0649798907512847,0.0649798907512847,0.0649798907512847
10.95,0.0658211774591422,0.0658211774591422,0.0658211774591422,0.0658211774591422,0.0658211774591422,0.0658211774591422
11,0.0666689194626205,0.0666689194626205,0.0666689194626205,0.0666689194626205,0.0666689194626205,0.0666689194626205
11.05,0.0675231246358832,0.0675231246358832,0.0675231246358832,0.0675231246358832,0.0675231246358832,0.0675231246358832
11.1,0.068383800597939,0.068383800597939,0.068383800597939,0.068383800597939,0.068383800597939,0.068383800597939
11.15,0.0692509547123407,0.0692509547123407,0.0692509547123407,0.0692509547123407,0.0692509547123407,0.0692509547123407
11.2,0.0701245940868949,0.0701245940868949,0.0701245940868949,0.0701245940868949,0.0701245940868949,0.0701245940868949
11.25,0.0710047255733813,0.0710047255733813,0.0710047255733813,0.0710047255733813,0.0710047255733813,0.0710047255733813
11.3,0.0718913557672821,0.0718913557672821,0.0718913557672821,0.0718913557672821,0.0718913557672821,0.0718913557672821
11.35,0.0727844910075215,0.0727844910075215,0.0727844910075215,0.0727844910075215,0.0727844910075215,0.0727844910075215
11.4,0.0736841373762159,0.0736841373762159,0.0736841373762159,0.0736841373762159,0.0736841373762159,0.0736841373762159
11.45,0.0745903006984331,0.0745903006984331,0.0745903006984331,0.0745903006984331,0.0745903006984331,0.0745903006984331
11.5,0.0755029865419631,0.0755029865419631,0.0755029865419631,0.0755029865419631,0.0755029865419631,0.0755029865419631
11.55,0.0764222002170979,0.0764222002170979,0.0764222002170979,0.0764222002170979,0.0764222002170979,0.0764222002170979
11.6,0.0773479467764216,0.0773479467764216,0.0773479467764216,0.0773479467764216,0.0773479467764216,0.0773479467764216
11.65,0.0782802310146114,0.0782802310146114,0.0782802310146114,0.0782802310146114,0.0782802310146114,0.0782802310146114
11.7,0.0792190574682482,0.0792190574682482,0.0792190574682482,0.0792190574682482,0.0792190574682482,0.0792190574682482
11.75,0.0801644304156373,0.0801644304156373,0.0801644304156373,0.0801644304156373,0.0801644304156373,0.0801644304156373
11.8,0.0811163538766398,0.0811163538766398,0.0811163538766398,0.0811163538766398,0.0811163538766398,0.0811163538766398
