Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8
0,0,4.86357150606158E-05,0.00021075475931149,0.00024326934783802,0.00024326934783802,0.00024326934783802,0.000243302113260593
0,0,5.30473298644483E-05,0.000229871755030858,0.000265344586804469,0.000265344586804469,0.000265344586804469,0.000265383548532749
0,0,5.77173022726242E-05,0.000250108299917997,0.000288714241525785,0.000288714241525785,0.000288714241525785,0.000288760348251982
0,0,6.26528893947547E-05,0.000271495841350038,0.000313414909227704,0.000313414909227704,0.000313414909227704,0.000313469222197921
0,0,6.78613378526735E-05,0.000294065781239449,0.000339483161486925,0.000339483161486925,0.000339483161486925,0.000339546864181546
0,0,7.33498834940949E-05,0.00031784947479065,0.00036695554426674,0.00036695554426674,0.00036695554426674,0.000367029952612047
0,0,7.91257511066652E-05,0.000342878229258057,0.000395868577990203,0.000395868577990203,0.000395868577990203,0.00039595515111427
0,0,8.51961541324309E-05,0.000369183302705616,0.000426258757650575,0.000426258757650575,0.000426258757650575,0.000426359109196327
0,0,9.1568294382707E-05,0.000396795902767731,0.000458162552958579,0.000458162552958579,0.000458162552958579,0.000458278462966793
0,0,9.82493617533784E-05,0.000425747185411719,0.00049161640852622,0.00049161640852622,0.00049161640852622,0.000491749835901122
0,0,0.000105246533940632,0.00045606825370173,0.000526656744086753,0.000526656744086753,0.000526656744086753,0.000526809839656722
0,0,0.000112566976157122,0.000487790156564152,0.000563319954750402,0.000563319954750402,0.000563319954750402,0.000563495074936165
0,0,0.000120217840848589,0.000520943887554494,0.000601642411295455,0.000601642411295455,0.000601642411295455,0.000601842132398011
0,0,0.000128206267410935,0.000555560383625829,0.000641660460494386,0.000641660460494386,0.000641660460494386,0.000641887593614772
0,0,0.000136539381907764,0.000591670523898706,0.000683410425474521,0.000683410425474521,0.000683410425474521,0.000683668032077372
0,0,0.000145224296788389,0.000629305128432552,0.000726928606112821,0.000726928606112821,0.000726928606112821,0.000727220014245542
0,0,0.000154268110606328,0.000668494956998625,0.000772251279464439,0.000772251279464439,0.000772251279464439,0.000772580100643649
0,0,0.000163677907738271,0.000709270707854403,0.000819414700224454,0.000819414700224454,0.000819414700224454,0.000819784847001215
0,0,0.00017346075810357,0.000751663016519584,0.000868455101222558,0.000868455101222558,0.000868455101222558,0.000868870805437746
0,0,0.000183623716884202,0.000795702454553464,0.000919408693949956,0.000919408693949956,0.000919408693949956,0.00091987452569097
0,0,0.000194173824245249,0.000841419528333808,0.000972311669118139,0.000972311669118139,0.000972311669118139,0.000972832556387986
0,0,0.000205118105055915,0.000888844677837326,0.0010272001972492,0.0010272001972492,0.0010272001972492,0.00102778144635882
0,0,0.000216463568611036,0.000938008275421447,0.00108411042929682,0.00108411042929682,0.00108411042929682,0.00108475774599139
0,0,0.000228217208353129,0.000988940624607576,0.00114307849729774,0.00114307849729774,0.00114307849729774,0.00114379800862741
0,0,0.000240386001594995,0.00104167195886589,0.0012041405150531,0.0012041405150531,0.0012041405150531,0.00120493879199862
0,0,0.000252976909242843,0.00109623244040142,0.00126733257883907,0.00126733257883907,0.00126733257883907,0.00126821665970245
0,0,0.000265996875519957,0.00115265215894151,0.00133269076814614,0.00133269076814614,0.00133269076814614,0.00133366818271636
0,0,0.000279452827690952,0.0012109611305248,0.00140025114644695,0.00140025114644695,0.00140025114644695,0.0014013299409505
0,0,0.000293351675786546,0.00127118929629137,0.00147004976199144,0.00147004976199144,0.00147004976199144,0.00147123852483737
0,0,0.000307700312328929,0.00133336652127428,0.00154212264862929,0.00154212264862929,0.00154212264862929,0.00154343053695828
0,0,0.000322505612057696,0.00139752259319241,0.00161650582665884,0.00161650582665884,0.00161650582665884,0.00161794259370544
0,0,0.000337774431656349,0.00146368722124453,0.00169323530370192,0.00169323530370192,0.00169323530370192,0.0016948113269791
0,0,0.000353513609479385,0.00153189003490457,0.00177234707560391,0.00177234707560391,0.00177234707560391,0.00177407338591879
0,0,0.000369729965279965,0.00160216058271807,0.00185387712735863,0.00185387712735863,0.00185387712735863,0.00185576543866806
0,0,0.000386430299938201,0.00167452833109991,0.00193786143405728,0.00193786143405728,0.00193786143405728,0.00193992417417169
0,0,0.000403621395189994,0.00174902266313289,0.00202433596186068,0.00202433596186068,0.00202433596186068,0.00202658630400459
0,0,0.000421310013356513,0.00182567287736765,0.00211333666899452,0.00211333666899452,0.00211333666899452,0.00211578856423165
0,0,0.000439502897074261,0.00190450818662342,0.00220489950676658,0.00220489950676658,0.00220489950676658,0.00220756771729746
0,0,0.000458206769025741,0.00198555771678981,0.00229906042060548,0.00229906042060548,0.00229906042060548,0.00230196055394522
0,0,0.000477428331670765,0.00206885050562959,0.00239585535112033,0.00239585535112033,0.00239585535112033,0.00239900389516392
0,0,0.000497174266978344,0.00215441550158224,0.00249532023518031,0.00249532023518031,0.00249532023518031,0.00249873459416269
0,0,0.000517451236159227,0.00224228156256839,0.00259749100701388,0.00259749100701388,0.00259749100701388,0.00260118953837175
0,0,0.000538265879399052,0.00233247745479505,0.00270240359932657,0.00270240359932657,0.00270240359932657,0.00270640565146867
0,0,0.000559624815592116,0.0024250318515615,0.00281009394443685,0.00281009394443685,0.00281009394443685,0.00281441989542928
0,0,0.000581534642075801,0.00251997333206589,0.00292059797542931,0.00292059797542931,0.00292059797542931,0.00292526927260213
0,0,0.000604001934365608,0.00261733038021245,0.00303395162732435,0.00303395162732435,0.00303395162732435,0.00303899082780558
0,0,0.000627033245890837,0.00271713138341912,0.00315019083826368,0.00315019083826368,0.00315019083826368,0.00315562165044649
0,0,0.000650635107730918,0.00281940463142591,0.00326935155071104,0.00326935155071104,0.00326935155071104,0.00327519887665968
0,0,0.000674814028352351,0.00292417831510332,0.00339146971266699,0.00339146971266699,0.00339146971266699,0.0033977596914669
0,0,0.000699576493346349,0.00303148052526152,0.00351658127889755,0.00351658127889755,0.00351658127889755,0.00352334133095463
0,0,0.000724928965167055,0.00314133925145937,0.00364472221217531,0.00364472221217531,0.00364472221217531,0.00365198108446927
0,0,0.00075087788287046,0.003253782380814,0.00377592848453276,0.00377592848453276,0.00377592848453276,0.00378371629682912
0,0,0.000777429661853968,0.00336883769681034,0.00391023607852676,0.00391023607852676,0.00391023607852676,0.00391858437055183
0,0,0.000804590693596579,0.00348653287811077,0.00404768098851331,0.00404768098851331,0.00404768098851331,0.00405662276809623
0,0,0.000832367345399759,0.00360689549736467,0.00418829922193202,0.00418829922193202,0.00418829922193202,0.0041978690141177
0,0,0.000860765960128978,0.00372995302001813,0.00433212680059941,0.00433212680059941,0.00433212680059941,0.00434236069773594
0,0,0.000889792855955834,0.00385573280312303,0.00447919976200985,0.00447919976200985,0.00447919976200985,0.00449013547481352
0,0,0.000919454326100938,0.0039842620941464,0.00462955416064405,0.00462955416064405,0.00462955416064405,0.00464123107024524
0,0,0.000949756638577382,0.00411556802977908,0.0047832260692835,0.0047832260692835,0.0047832260692835,0.00479568528025598
0,0,0.000980706035934884,0.00424967763474403,0.00494025158033039,0.00494025158033039,0.00494025158033039,0.00495353597470652
0,0,0.00101230873500462,0.00438661782060431,0.00510066680713222,0.00510066680713222,0.00510066680713222,0.00511482109940634
0,0,0.00104457092664471,0.00452641538457025,0.00526450788530998,0.00526450788530998,0.00526450788530998,0.00527957867843179
0,0,0.00107749877548631,0.00466909700830607,0.00543181097408916,0.00543181097408916,0.00543181097408916,0.00544784681644869
0,0,0.00111109841968049,0.00481468925673577,0.00560261225763289,0.00560261225763289,0.00560261225763289,0.00561966370103845
0,0,0.00114537597064565,0.00496321857684802,0.00577694794637584,0.00577694794637584,0.00577694794637584,0.00579506760502593
0,0,0.00118033751281567,0.00511471129650027,0.00595485427835854,0.00595485427835854,0.00595485427835854,0.00597409688880843
0,0,0.00121598910338872,0.00526919362322177,0.00613636752056093,0.00613636752056093,0.00613636752056093,0.00615679000268435
0,0,0.0012523367720767,0.00542669164301538,0.0063215239702341,0.0063215239702341,0.0063215239702341,0.00634318548918024
0,0,0.00128938652085538,0.0055872313191583,0.00651035995622974,0.00651035995622974,0.00651035995622974,0.00653332198537516
0,0,0.00132714432371523,0.00575083849100137,0.00670291184032588,0.00670291184032588,0.00670291184032588,0.00672723822522109
0,0,0.0013656161264128,0.005917538872767,0.00689921601854834,0.00689921601854834,0.00689921601854834,0.00692497304185806
0,0,0.00140480784622294,0.00608735805234572,0.00709930892248703,0.00709930892248703,0.00709930892248703,0.00712656536992305
0,0,0.00144472537169149,0.00626032149009076,0.00730322702060548,0.00730322702060548,0.00730322702060548,0.00733205424785061
0,0,0.00148537456238883,0.00643645451761144,0.00751100681954376,0.00751100681954376,0.00751100681954376,0.00754147882016522
0,0,0.00152676124866389,0.00661578233656425,0.00772268486541275,0.00772268486541275,0.00772268486541275,0.00775487833976275
0,0,0.00156889123139905,0.00679833001744246,0.00793829774507967,0.00793829774507967,0.00793829774507967,0.00797229217018075
0,0,0.00161177028176545,0.00698412249836337,0.00815788208744312,0.00815788208744312,0.00815788208744312,0.00819375978785553
0,0,0.00165540414097919,0.0071731845838538,0.00838147456469754,0.00838147456469754,0.00838147456469754,0.00841932078436551
0,0,0.00169979852005804,0.00736554094363303,0.00860911189358522,0.00860911189358522,0.00860911189358522,0.00864901486865857
0,0,0.0017449590995789,0.00756121611139375,0.00884083083663562,0.00884083083663562,0.00884083083663562,0.00888288186926298
0,0,0.00179089152943586,0.0077602344835804,0.00907666820339055,0.00907666820339055,0.00907666820339055,0.00912096173647996
0,0,0.00183760142859891,0.00796262031816515,0.00931666085161441,0.00931666085161441,0.00931666085161441,0.00936329454455683
0,0,0.0018850943848734,0.00816839773342105,0.00956084568848844,0.00956084568848844,0.00956084568848844,0.00960992049383917
0,0,0.00193337595466004,0.00837759070669289,0.00980925967178831,0.00980925967178831,0.00980925967178831,0.00986087991290111
0,0,0.00198245166271565,0.00859022307316471,0.0100619398110432,0.0100619398110432,0.0100619398110432,0.0101162132606515
0,0,0.00203232700191446,0.00880631852462489,0.0103189231686764,0.0103189231686764,0.0103189231686764,0.0103759611284157
0,0,0.00208300743301022,0.00902590060822795,0.0105802468611258,0.0105802468611258,0.0105802468611258,0.0106401642419904
0,0,0.00213449838439878,0.00924899272525338,0.0108459480599435,0.0108459480599435,0.0108459480599435,0.0109088634636716
0,0,0.00218680525188143,0.00947561812986102,0.011116063992873,0.011116063992873,0.011116063992873,0.0111820997942521
0,0,0.00223993339842893,0.00970579992784363,0.0113906319449042,0.0113906319449042,0.0113906319449042,0.0114599143749902
0,0,0.00229388815394604,0.00993956107537549,0.0116696892593035,0.0116696892593035,0.0116696892593035,0.0117423484895446
0,0,0.00234867481503683,0.0101769243777578,0.0119532733386192,0.0119532733386192,0.0119532733386192,0.0120294435658771
0,0,0.0024042986447706,0.0104179124881605,0.0122414216456614,0.0122414216456614,0.0122414216456614,0.0123212411781206
0,0,0.00246076487244843,0.0106625479063604,0.0125341717044538,0.0125341717044538,0.0125341717044538,0.0126177830484098
0,0,0.00251807869337036,0.0109108529774749,0.0128315611011578,0.0128315611011578,0.0128315611011578,0.0129191110486748
0,0,0.00257624526860326,0.0111628498906933,0.0131336274849679,0.0131336274849679,0.0131336274849679,0.0132252672023963
0,0,0.00263526972474934,0.0114185606780023,0.013440408568976,0.013440408568976,0.013440408568976,0.0135362936863186
0,0,0.00269515715371524,0.0116780072129089,0.0137519421310051,0.0137519421310051,0.0137519421310051,0.013852232832122
0,0,0.00275591261248181,0.011941211209158,0.0140682660144107,0.0140682660144107,0.0140682660144107,0.0141731271280505
0,0,0.00281754112287455,0.0122081942194469,0.0143894181288483,0.0143894181288483,0.0143894181288483,0.0144990192204957
0,0,0.00288004767133462,0.0124789776341345,0.0147154364510076,0.0147154364510076,0.0147154364510076,0.0148299519155329
0,0,0.0029434372086906,0.0127535826799463,0.01504635902531,0.01504635902531,0.01504635902531,0.0151659681804103
0,0,0.00300771464993073,0.0130320304186753,0.0153822239645708,0.0153822239645708,0.0153822239645708,0.0155071111449881
0,0,0.00307288487397596,0.0133143417458779,0.0157230694506229,0.0157230694506229,0.0157230694506229,0.0158534241031267
0,0,0.00313895272345349,0.0136005373895651,0.0160689337349032,0.0160689337349032,0.0160689337349032,0.016204950514023
0,0,0.00320592300447105,0.0138906379088892,0.0164198551389982,0.0164198551389982,0.0164198551389982,0.0165617340034915
0,0,0.00327380048639175,0.0141846636928253,0.0167758720551495,0.0167758720551495,0.0167758720551495,0.0169238183651915
0,0,0.00334258990160965,0.0144826349588484,0.0171370229467179,0.0171370229467179,0.0171370229467179,0.0172912475617959
0,0,0.00341229594532581,0.0147845717516052,0.0175033463486043,0.0175033463486043,0.0175033463486043,0.0176640657261022
0,0,0.00348292327532519,0.0150904939415803,0.0178748808676273,0.0178748808676273,0.0178748808676273,0.0180423171620834
0,0,0.00355447651175397,0.0154004212237587,0.0182516651828554,0.0182516651828554,0.0182516651828554,0.0184260463458772
0,0,0.00362696023689768,0.0157143731162814,0.0186337380458943,0.0186337380458943,0.0186337380458943,0.018815297926712
0,0,0.00370037899495989,0.0160323689590971,0.0190211382811263,0.0190211382811263,0.0190211382811263,0.0192101167277685
0,0,0.00377473729184147,0.0163544279126077,0.0194139047859027,0.0194139047859027,0.0194139047859027,0.019610547746975
0,0,0.00385003959492068,0.0166805689563092,0.0198120765306867,0.0198120765306867,0.0198120765306867,0.020016636157735
0,0,0.00392629033283368,0.0170108108874261,0.0202156925591462,0.0202156925591462,0.0202156925591462,0.0204284273095855
0,0,0.00400349389525581,0.0173451723195414,0.0206247919881966,0.0206247919881966,0.0206247919881966,0.0208459667287848
0,0,0.00408165463268353,0.0176836716812205,0.0210394140079901,0.0210394140079901,0.0210394140079901,0.0212693001188275
0,0,0.00416077685621688,0.0180263272146293,0.0214595978818536,0.0214595978818536,0.0214595978818536,0.021698473360886
0,0,0.00424086483734269,0.0183731569741474,0.0218853829461707,0.0218853829461707,0.0218853829461707,0.0221335325141763
0,0,0.00432192280771842,0.0187241788249748,0.0223168086102104,0.0223168086102104,0.0223168086102104,0.0225745238162472
0,0,0.0044039549589566,0.0190794104417338,0.0227539143558988,0.0227539143558988,0.0227539143558988,0.0230214936831907
0,0,0.00448696544240999,0.0194388693070638,0.0231967397375331,0.0231967397375331,0.0231967397375331,0.0234744887097723
0,0,0.00457095836895729,0.019802572710212,0.0236453243814394,0.0236453243814394,0.0236453243814394,0.0239335556694797
0,0,0.00465593780878962,0.0201705377456169,0.024099707985569,0.024099707985569,0.024099707985569,0.0243987415144888
0,0,0.00474190779119756,0.0205427813114869,0.0245599303190367,0.0245599303190367,0.0245599303190367,0.0248700933755444
0,0,0.00482887230435895,0.0209193201083723,0.0250260312215968,0.0250260312215968,0.0250260312215968,0.0253476585617549
0,0,0.0049168352951272,0.0213001706377323,0.0254980506030573,0.0254980506030573,0.0254980506030573,0.0258314845602993
0,0,0.00500580066882043,0.021685349200495,0.025976028442631,0.025976028442631,0.025976028442631,0.0263216190360446
0,0,0.0050957722890112,0.022074871895613,0.0264600047882232,0.0264600047882232,0.0264600047882232,0.0268181098310731
0,0,0.00518675397731689,0.0224687546186116,0.0269500197556535,0.0269500197556535,0.0269500197556535,0.027321004964116
0,0,0.00527874951319081,0.0228670130601321,0.0274461135278124,0.0274461135278124,0.0274461135278124,0.0278303526298943
0,0,0.00537176263371392,0.0232696627044689,0.0279483263537503,0.0279483263537503,0.0279483263537503,0.0283462011983639
0,0,0.00546579703338735,0.023676718828101,0.0284566985476993,0.0284566985476993,0.0284566985476993,0.0288685992138631
0,0,0.00556085636392552,0.0240881964982169,0.0289712704880263,0.0289712704880263,0.0289712704880263,0.0293975953941627
0,0,0.00565694423404992,0.0245041105712347,0.0294920826161157,0.0294920826161157,0.0294920826161157,0.0299332386294152
0,0,0.00575406420928369,0.0249244756913157,0.030019175435182,0.030019175435182,0.030019175435182,0.0304755779810028
0,0,0.00585221981174691,0.0253493062888723,0.0305525895090111,0.0305525895090111,0.0305525895090111,0.0310246626802828
0,0,0.00595141451995245,0.0257786165790705,0.0310923654606284,0.0310923654606284,0.0310923654606284,0.0315805421272277
0,0,0.0060516517686027,0.0262124205603263,0.0316385439708945,0.0316385439708945,0.0316385439708945,0.0321432658889599
0,0,0.00615293494838695,0.0266507320127966,0.0321911657770261,0.0321911657770261,0.0321911657770261,0.032712883698179
0,0,0.00625526740577952,0.0270935644968644,0.0327502716710416,0.0327502716710416,0.0327502716710416,0.0332894454514794
0,0,0.0063586524428386,0.0275409313516189,0.0333159024981321,0.0333159024981321,0.0333159024981321,0.0338730012075587
0,0,0.00646309331700589,0.0279928456933292,0.0338880991549537,0.0338880991549537,0.0338880991549537,0.0344636011853132
0,0,0.00656859324090689,0.0284493204139133,0.034466902587844,0.034466902587844,0.034466902587844,0.0350612957618204
0,0,0.0066751553821521,0.0289103681794018,0.0350523537909586,0.0350523537909586,0.0350523537909586,0.0356661354702073
0,0,0.00678278286313881,0.0293760014283955,0.0356444938043297,0.0356444938043297,0.0356444938043297,0.0362781709974015
0,0,0.00689147876085385,0.0298462323705186,0.0362433637118434,0.0362433637118434,0.0362433637118434,0.0368974531817662
0,0,0.00700124610667696,0.0303210729848665,0.0368490046391375,0.0368490046391375,0.0368490046391375,0.0375240330106144
0,0,0.00711208788618506,0.0308005350184483,0.037461457751416,0.037461457751416,0.037461457751416,0.0381579616176046
0,0,0.00722400703895728,0.031284629984625,0.038080764251183,0.038080764251183,0.038080764251183,0.0387992902800134
0,0,0.00733700645838082,0.0317733691615421,0.0387069653758916,0.0387069653758916,0.0387069653758916,0.0394480704158856
0,0,0.00745108899145763,0.0322667635905579,0.0393401023955109,0.0393401023955109,0.0393401023955109,0.04010435358106
0,0,0.00756625743861189,0.0327648240746675,0.0399802166100064,0.0399802166100064,0.0399802166100064,0.0407681914660693
0,0,0.00768251455349841,0.0332675611769213,0.0406273493467366,0.0406273493467366,0.0406273493467366,0.0414396358929125
0,0,0.00779986304281181,0.0337749852188406,0.0412815419577629,0.0412815419577629,0.0412815419577629,0.0421187388116998
0,0,0.00791830556609657,0.0342871062788272,0.0419428358170726,0.0419428358170726,0.0419428358170726,0.0428055522971669
0,0,0.00803784473555807,0.0348039341905709,0.0426112723177152,0.0426112723177152,0.0426112723177152,0.0435001285450592
0,0,0.00815848311587431,0.035325478541451,0.0432868928688502,0.0432868928688502,0.0432868928688502,0.0442025198683832
0,0,0.0082802232240088,0.035851748670936,0.0439697388927063,0.0439697388927063,0.0439697388927063,0.0449127786935252
0,0,0.00840306752902409,0.0363827536689779,0.0446598518214519,0.0446598518214519,0.0446598518214519,0.0456309575562348
0,0,0.00852701845189647,0.0369185023744045,0.0453572730939747,0.0453572730939747,0.0453572730939747,0.0463571090974726
0,0,0.00865207836533145,0.0374590033733072,0.0460620441525721,0.0460620441525721,0.0460620441525721,0.047091286059122
0,0,0.00877824959358026,0.0380042649974265,0.0467742064395499,0.0467742064395499,0.0467742064395499,0.0478335412795611
0,0,0.00890553441225734,0.0385542953225342,0.0474938013937293,0.0474938013937293,0.0474938013937293,0.0485839276890974
0,0,0.00903393504815878,0.0391091021668132,0.0482208704468628,0.0482208704468628,0.0482208704468628,0.0493424983052608
0,0,0.00916345367908174,0.0396686930892338,0.0489554550199566,0.0489554550199566,0.0489554550199566,0.0501093062279556
0,0,0.00929409243364499,0.0402330753879292,0.0496975965195006,0.0496975965195006,0.0496975965195006,0.0508844046344708
0,0,0.00942585339111035,0.0408022560985676,0.0504473363336048,0.0504473363336048,0.0504473363336048,0.0516678467743457
0,0,0.00955873858120529,0.0413762419927225,0.0512047158280414,0.0512047158280414,0.0512047158280414,0.0524596859640924
0,0,0.00969274998394651,0.0419550395762423,0.0519697763421934,0.0519697763421934,0.0519697763421934,0.053259975581772
0,0,0.00982788952946464,0.042538655087617,0.0527425591849077,0.0527425591849077,0.0527425591849077,0.0540687690614249
0,0,0.00996415909783009,0.043127094496345,0.0535231056302536,0.0535231056302536,0.0535231056302536,0.0548861198873539
0,0,0.0101015605188799,0.043720363501298,0.0543114569131855,0.0543114569131855,0.0543114569131855,0.0557120815882591
0,0,0.0102400955720459,0.0443184675290855,0.0551076542251103,0.0551076542251103,0.0551076542251103,0.0565467077312237
0,0,0.0103797659861837,0.0449214117324189,0.0559117387093584,0.0559117387093584,0.0559117387093584,0.0573900519155507
0,0,0.0105205734394034,0.0455292009884756,0.0567237514565584,0.0567237514565584,0.0567237514565584,0.0582421677664485
0,0,0.0106625195589009,0.046141839897262,0.0575437334999153,0.0575437334999153,0.0575437334999153,0.0591031089285652
0,0,0.0108056059207908,0.0467593327799788,0.0583717258103918,0.0583717258103918,0.0583717258103918,0.0599729290593715
0,0,0.0109498340499402,0.047381683677385,0.0592077692917925,0.0592077692917925,0.0592077692917925,0.0608516818223901
0,0,0.0110952054198046,0.048008896348164,0.0600519047757514,0.0600519047757514,0.0600519047757514,0.0617394208802732
0,0,0.0112417214522637,0.0486409742672904,0.0609041730166211,0.0609041730166211,0.0609041730166211,0.0626361998877243
0,0,0.0113893835174596,0.0492779206243987,0.0617646146862655,0.0617646146862655,0.0617646146862655,0.0635420724842671
0,0,0.0115381929336359,0.0499197383221531,0.0626332703687541,0.0626332703687541,0.0626332703687541,0.0644570922868587
0,0,0.0116881509669784,0.0505664299746206,0.0635101805549591,0.0635101805549591,0.0635101805549591,0.0653813128823476
0,0,0.0118392588314566,0.0512179979056453,0.0643953856370551,0.0643953856370551,0.0643953856370551,0.0663147878197757
0,0,0.0119915176886673,0.0518744441472265,0.0652889259029201,0.0652889259029201,0.0652889259029201,0.0672575706025239
0,0,0.012144928647679,0.0525357704378993,0.06619084153044,0.06619084153044,0.06619084153044,0.0682097146803019
0,0,0.0122994927648781,0.0532019782211191,0.0671011725817141,0.0671011725817141,0.0671011725817141,0.0691712734409794
0,0,0.0124552110438163,0.0538730686436496,0.0680199589971645,0.0680199589971645,0.0680199589971645,0.0701423002022621
0,0,0.01261208443506,0.0545490425539555,0.068947240589547,0.068947240589547,0.068947240589547,0.0711228482032088
0,0,0.0127701138360404,0.0552299005005987,0.0698830570378645,0.0698830570378645,0.0698830570378645,0.0721129705955912
0,0,0.0129293000909057,0.0559156427306413,0.0708274478811845,0.0708274478811845,0.0708274478811845,0.0731127204350969
0,0,0.0130896439903747,0.0566062691880516,0.071780452512358,0.071780452512358,0.071780452512358,0.0741221506723732
0,0,0.0132511462715923,0.0573017795121177,0.0727421101716426,0.0727421101716426,0.0727421101716426,0.075141314143914
0,0,0.0134138076179856,0.0580021730358662,0.0737124599402291,0.0737124599402291,0.0737124599402291,0.076170263562789
0,0,0.0135776286591231,0.0587074487844877,0.0746915407336713,0.0746915407336713,0.0746915407336713,0.0772090515092145
0,0,0.0137426099705744,0.0594176054737693,0.0756793912952209,0.0756793912952209,0.0756793912952209,0.0782577304209671
0,0,0.0139087520737717,0.0601326415085336,0.0766760501890653,0.0766760501890653,0.0766760501890653,0.0793163525836402
0,0,0.014076055435874,0.060852554981087,0.0776815557934721,0.0776815557934721,0.0776815557934721,0.0803849701207426
